Publisher Name,Publisher Registry Id,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,Time lag
Terre des hommes- Aide à l'enfance dans le monde- Fondation,tdh_foundation,1,1,1,0,1,0,0,0,0,0,0,0,One year
The Asia Foundation,taf,8,0,0,1,0,0,0,0,0,0,0,0,One year
The Fred Hollows Foundation (UK),fhfuk,1,2,0,0,1,0,0,0,0,0,0,0,One year
"The Global Development Incubator, Inc",gdi,2,0,0,0,2,0,0,0,0,0,0,0,One year
The Global Initiative Against Transnational Organized Crime,gi-toc,1,0,0,0,2,0,0,0,0,0,0,0,One year
The Hunger Project Netherlands,thp_org,2,0,0,0,0,0,0,0,0,0,0,0,One year
The MENTOR Initiative,the_mentor_initiative,6,0,0,0,5,0,0,0,0,0,0,0,One year
"The Population Council, Inc.",populationcouncil,1,1,0,0,0,0,0,0,0,0,0,0,One year
The Proforest Initiative UK,pi-uk,1,0,0,0,0,0,0,0,0,0,0,0,One year
The Uganda Association of Women Lawyers ( FIDA Uganda),fidauganda,0,1,0,0,0,0,0,0,0,0,0,0,One year
The University of Manchester,uom,18,2,0,2,1,0,0,0,0,0,0,0,One year
The University of Sheffield,tuos,1,4,0,0,0,0,0,0,0,0,0,0,One year
The William and Flora Hewlett Foundation,hewlett-foundation,35,13,15,20,0,0,0,0,0,0,0,0,One year
TradeMark East Africa,tmea,6,80,0,6,86,0,0,0,0,0,0,0,One year
Transform Africa,transafrica19,5,0,0,0,0,0,0,0,0,0,0,0,One year
Triangle Génération Humanitaire,tgh,0,1,0,0,0,0,0,0,0,0,0,0,One year
Trias,trias,0,0,0,1,0,0,0,0,0,0,0,0,One year
"UK - Department for Environment, Food and Rural Affairs",defra_transparency,4,0,0,0,0,0,0,0,0,0,0,0,One year
UK-Med,uk-med,1,0,0,0,0,0,0,0,0,0,0,0,One year
Unie van Waterschappen,uvw,0,2,0,17,0,0,0,0,0,0,0,0,One year
Union des Villes et Communes de Wallonie (UVCW),uvcw,4,0,0,0,0,0,0,0,0,0,0,0,One year
"United Nations Educational, Scientific and Cultural Organization (UNESCO)",unesco,17,12,4,2526,1,0,0,0,0,0,0,0,One year
United Nations Environment Programme (UNEP),un-environment,0,0,8,0,0,0,0,0,0,0,0,0,One year
United Nations Joint Programme on HIV and AIDS Secretariat (UNAIDS),unaids,0,0,0,485,0,0,0,0,0,0,0,0,One year
Universiti Malaya,rmc_um,1,0,1,1,0,0,0,0,0,0,0,0,One year
University Of Liverpool,uol,1,1,0,1,0,0,0,0,0,0,0,0,One year
University of Birmingham,universityofbirmingham,1,2,1,0,0,0,0,0,0,0,0,0,One year
University of Edinburgh,uoe,1,13,0,0,0,0,0,0,0,0,0,0,One year
WaterAid,wateraid,6,0,0,6,6,0,0,0,0,0,0,0,One year
Wellfound,wellfound,0,2,0,0,0,2,0,0,0,0,0,0,One year
Women Challenged to Challenge,wctc,0,1,0,0,1,0,0,0,0,0,0,0,One year
Women's Global Network on Reproductive Rights,wgnrr_iati,7,0,0,0,0,0,0,0,0,0,0,0,One year
World Education Inc.,wei,1,7,1,1,1,1,0,0,0,0,0,0,One year
World Vision Central African Republic,wv_cf,1,1,0,0,2,0,0,0,0,0,0,0,One year
World Vision Germany,wv_de,8,4,6,0,2,0,0,0,0,0,0,0,One year
World Waternet,worldwaternet,0,6,0,0,5,0,0,0,0,0,0,0,One year
World Wide Fund for Nature Denmark,wwfdk,1,0,0,0,0,1,0,0,0,0,0,0,One year
Worldwide Hospice Palliative Care Alliance,whpca,3,0,1,0,0,1,0,0,0,0,0,0,One year
Young Women's Christian Association of Kenya,ywcakenya,0,0,0,0,0,1,0,0,0,0,0,0,One year
dance4life,dance4life,1,0,0,0,0,0,0,0,0,0,0,0,One year
ABAAD - Resource Center for Gender Equality,arcfge,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ACODEV,acodev,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ACTION AGAINST HUNGER SPAIN,acfspain,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ADRA-UK,adrauk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ADS-Nyanza,ads-nyanza,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AECOM,aecom,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AFEW International,afewinternational,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AIDSPAN,aidspan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ANDA,anda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
APPRO-Europe,appro-eu,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ARK (Absolute Return for Kids),ark,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AVT-L Association of Victims of Terrorism Lebanon,avt-l,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AWEPA,awepa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Aapasi Sahayog Kendra Syangja Nepal (ASK Nepal),ask,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Aasaman Nepal,aasaman,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Abaseen Foundation UK,abaseen,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Abt Britain Limited,abtbritain,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Academy for Health Development (AHEAD),ahead,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Académie de recherche et d'enseignement supérieur,ares,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Accelerator Nepal,acceleratornepal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Access to Seeds Foundation,atsf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Accountable Now,accountablenow,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Acid Survivors Foundation,_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Across,across,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Action Against Hunger USA,aahusa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Action Contre la Faim,acf-fr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ActionAid Ghana,aag,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ActionAid International,aai,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Adaptation Fund,af,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Advance Consulting,ac1999,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Adventist Development and Relief Agency (ADRA Somalia),adrasom,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Adventist Development and Relief Agency, Nepal",adra_nepal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Aeras,aeras,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Afghanistan Public Policy Research Organization (APPRO),appro-af,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Afghanistan and Central Asian Association,acaa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Africa Educational Trust,aet,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Africa Philanthropy Network,apn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Africalia,africalia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Academy of Sciences,aas,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Centre for Global Health and Social Transformation,achest,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Initiatives,ai_1064413,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Institute For Development Policy,afidep,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Parks Network,african_parks,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Population and Health Research Center,aphrc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Revival,africanrevival,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
African Tax Administration Forum,ataf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Afrikagrupperna Sweden,afrikagrupperna,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AgDevCo,agdevco,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AgResults Initiative,agresults,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Aga Khan Foundation Afghanistan,akf_afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Agence Nationale d'Approvisionnement en Eau Potable en Milieu Rural du Benin,anaepmr_benin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Agency for Cooperation and Research in Development (ACORD),acord,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Agulhas Applied Knowledge,aak,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
AidData,aiddata,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ajuda de Desenvolvimento de Povo para Povo (ADPP),adpp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Akina Mama wa Afrika,amwa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Aktis Strategy Ltd,aktis,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Al Majmoua,al_majmoua,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Alcis Holdings Limited,alcis,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Alfalit,alfalit,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
All We Can (formerly Methodist Relief and Development Fund),allwecan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Allergy and Asthma Institute Pakistan,aaip,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Alliance of Religions and Conservation,alliance_of_religions_and_conservation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Altai Consulting,altai,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
American Friends Service Committee,afsc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Amnesty International The Netherlands,amnesty,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Amnesty International UK Section Charitable Trust,aiuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Amref Health Africa - UK,amrefha,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Amref Health Africa Headquarters,amrefhq,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Amref Health Africa Malawi,amrefmw,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Amref Health Africa in Ethiopia,amrefeth,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Amref Health Africa in Kenya,amrefkenya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Amref Health Africa in Tanzania,amreftz,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Arab foundation for freedoms and equality,afemena,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Asia Justice and Rights,ajar,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Asian Coalition for Housing Rights,achr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Association CHS Alliance,chs_alliance,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Association Centrafricaine de Traduction de la Bible et Alphabetisation,acatba,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Association de Soutien au Développement des Activités de Population,asdap,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Association de solidarité internationale, Agriculteurs français et développement international (Afdi) France",afdi-fr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Association for Progressive Communication,apc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Association for Reproductive and Family Health,arfh,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Association for Women's Rights in Development (AWID),awid,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Association pour la Promotion de l'Education et de la Formation à l'Etranger,apefe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Atos IT Services Ltd,atosuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Australia - Department of  Foreign Affairs and Trade,ausgov,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Auto-Développement Afrique (ADA),ada,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Autre Terre asbl,a-t,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
BBC Media Action,bbcmediaaction,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
BOS+ tropen,bos_plus_tropen,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
BRAC,brac_admin2,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
BRAC International,bracintl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
BSR,bsr_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Babawatoto Centre For Children and Youth,bawacecy-tz,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Backward Society Education (BASE),base_22,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bangladesh Business and Disability Network,bbdn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bangladesh Nari Progati Sangha,bnps,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bangladesh Youth Leadership Center,bylc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
BasicNeeds,basicneeds,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Baylor College of Medicine Children's Foundation Malawi,bcm-cf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bees Abroad UK,bauk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Behavioural Insights Team,bit,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Benelux Afro Center,bac,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Berytech Foundation,berytech,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Beweging voor Internationale Solidariteit - Mouvement pour la Solidarité Internationale,bismsi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bibliothèques Sans Frontières,bsf1,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bioclimate Research and Development,bioclimate,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Blue Ventures Conservation,blueventures,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bond,bond,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Both ENDS,bothends,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Brigham and Women's Hospital,bwh,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
British Asian Trust,b_a_t,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Brujula Comunicaciones Estrategicas SAS,brujula,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Brulocalis,brulocalis,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bucks Community NGO,bucksfarm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Burns Violence Survivors - Nepal,bvs-nepal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Business Watch Indonesia,bwi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Business in the Community,bitc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
C40 Cities Climate Leadership Group,c40cities,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CAPABUILD,capabui,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CARE BENIN/TOGO,carebenintogo,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CARE International Afghanistan,ciafg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CARE International in Zimbabwe,ciz,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CARE Nepal,cnepal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CARE SOMALIA,csom1,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CARE international foundation Switzerland in Sudan,cis,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CARPO - Center for Applied Research in Partnership with the Orient,carpo,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CDA Collaborative Learning Projects,cda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CDC Group plc,cdc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CHEKA SANA TANZANIA,cst,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CIFAL Scotland,cifal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CINI,cini_jhk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
COC Nederland,cocnl_publisher,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CODA International,coda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CODEART ASBL,codeart,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
COMMISSION JUSTICE ET PAIX ASBL (cjp),cjp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CRANE,crane,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CREA,creausa-org,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CUAMM Trustees,cuammtrustees,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Canada - International Development Research Centre/Centre de recherches pour le développement international,idrccrdi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Canon Collins Trust,canoncollinstrust,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Carbon Trust (Beijing) Consulting Limited,ctbeijing,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Carers Worldwide,cww,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Caritas Finland,caritasfin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Caritas International (Belgium),cibe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Caritas Serbia,caritas_serbia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Cecily's Fund,cecily,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Center for Civilians in Conflict,civic_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Center for International Studies and Cooperation,ceci,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Center for Participation and Development,cpd_2021,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Center for Research on Environment Health and Population Activities (CREHPA),crehpa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre For Citizens With Disabilities,ccdnigeria,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre National de Coopération au Développement (CNCD-11.11.11),cncd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre Tricontinental - CETRI,ct-admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre for Economic Strategy Ukraine,ces-ua,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre for Environment Human Rights and Development,cehrd1,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre for Indian Knowledge Systems,ciks,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre for Legal Research and Development,clerd-prpi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre for Rights Education and Awareness,creawkenya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre for the Study of Adolescence,csa-kenya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centro de Promocion y Defensa de los Derechos Sexuales y Reproductivos,promsex,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Cesvi,cesvi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Chama cha Uzazi na Malezi Bora Tanzania (UMATI),umati,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Chance for Childhood,chanceforchildhood,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Charity Projects Ltd (Comic Relief),cprojects,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Chaîne de l'Espoir Belgique / Keten van Hoop België / Chain of Hope Belgium,cdeb-kvhb_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Child-to-Child,ctc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ChildFund International,childfund,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Children in Crisis,cic,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Children in Crossfire,cicni,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Christian Engineers in Development,ced,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Clean Clothes Campaign,ccc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Climate Investment Funds,cif,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Climate Policy Initiative,cpi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Coalition of African Lesbians (CAL),cal_2000-pu,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ColaLife,colalife,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Collectif Stratégies Alimentaires,csa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Comité pour l'abolition des dettes illégitimes,cadtm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Adjarra - Bénin,adjarra,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Compassion UK,comp_uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Confederation of Danish Industry,di,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Conflict Dynamics International,cdi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Conflict, Stability and Security Fund",cssf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Congodorpen vzw,congodorpen,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Conseil et Appui pour l'Education à la Base Mali,caeb_mali,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Consortium for Street Children,csc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Construction Sector Transparency Initiative (CoST),cost_uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Coopération par l'Education et la Culture,cec,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Cord,cord,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Corus International,corus,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Coöperatief Climate Fund Managers U.A.,cfm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Croix-Rouge de Belgique Communauté francophone - Activités internationales ASBL,crb-ai_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Cross-Government Prosperity Fund,prosperityfund,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Cyan International,cyan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
D. Capital Partners,dcapitalpartners,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
DAI Global Health,healthpartners-international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
DECP,decp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
DKT - (Pakistan),dkt,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
DNH Mali (Direction Nationale de l’Hydraulique du Mali),pca-gire,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Data4Development,d4d,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Dawuro Development Association,dawuro_da,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Defence for Children International Netherlands - ECPAT Netherlands,dciecpatnl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
DefendDefenders,defenddefenders,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Delivery Associates Ltd,delivery_associates,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Deloitte Touche Tohmatsu India LLP,dttillp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Democratic Governance Facility,dgf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Department for International Trade,dit,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Desmond Tutu HIV Foundation,dthfxx12,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Development Aid from People to People (DAPP) Malawi,dapp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Development Organisation of the Rural Poor,dorp-org,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Developments In Literacy Trust UK,diltuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Diakonia Sweden,diakonia802017-3517,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Digital Campus,dc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Direcção Provincial de Saúde de Nampula,dps-nampula,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Disability Rights Advocacy Fund,draf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Disability Rights Fund,drf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Disasters Emergency Committee,dec-uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Discovery Learning Alliance, Inc.",dla,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Djapo,djapo,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Doctors of the World UK,dotw_uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Doctors with Africa CUAMM,cuamm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Down syndrome Foundation Nigeria,dsfn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Drugs for Neglected Diseases initiative,dndi_transparency,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Dynamo International asbl,dynamo_international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Défi Belgique Afrique,dba,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Dóchas - Irish Association of Non Governmental Development Organisations,dochas,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Earthworm Foundation,ewf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Echos Communication,ec,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Eclosio,eclosio,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Economic and Social Fund for Development,esfd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Economic and Social Research Foundation (ESRF),esrf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ecorys Nederland B.V.,ecorysnl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Educate!,educate,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Emissa,emissa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Emmanuel International UK,eiuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Enfance Tiers Monde Kinderen Derde Wereld,etmkdw,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
EngenderHealth,ehorg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
EngenderHealth Ethiopia,engenderhealth_eth,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Engineers Without Borders Canada,ewb_canada,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Enhanced Integrated Framework,eif,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Entiqal lel Tadreeb ""Partners for Good""",pfg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Environmental Centre for Oil Spills and Gas Flaring (NACGOND),nacgond-,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Equality Now,e_n,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ethical Trading Initiative,eti,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Eurasia Partnership Foundation,epf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
European Forest Institute,efi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
European Institute of Peace,eip,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
European Journalism Centre,ejc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
EveryChild,evc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Excellent Development,excellent,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Exeter Ethiopia Link,eel,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
FHI360,fhi360,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
FIAN Belgium,fian-belgium,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
FONCABA ASBL KBA VZW,foncaba,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
FRANK Water,frankwater,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fairfood International,fairfood,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
