Publisher Name,Publisher Registry Id,Transaction - Commitment (with valid data),Transaction - Disbursement or Expenditure (with valid data),Transaction - Traceability (with valid data),Budget (with valid data),Average (with valid data),Transaction - Commitment (with any data),Transaction - Disbursement or Expenditure (with any data),Transaction - Traceability (with any data),Budget (with any data),Average (with any data)
FIAN Belgium,fian-belgium,-,-,-,-,0.0,-,-,-,-,0.0
"Field Ready, USA",field_ready,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Fiftyfifty,fiftyfifty-lb,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
Fight Hunger Foundation,fhf,-,-,-,-,0.0,-,-,-,-,0.0
Financial Sector Deepening Trust (Kenya),fsdk,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Financial Sector Deepening Uganda,fsduganda,-,-,-,-,0.0,-,-,-,-,0.0
FIND,finddiagnostics,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Find Your Feet,fyf,100.0,100.0,0.0,66.66666666666666,66.66666666666666,100.0,100.0,0.0,100.0,75.0
Finland - Ministry for Foreign Affairs,finland_mfa,35.65488565488565,81.64116828929068,100.0,75.15592515592515,73.11299477502537,35.65488565488565,81.64116828929068,100.0,75.15592515592515,73.11299477502537
Finn Church Aid (Kirkon Ulkomaanapu sr),fca,100.0,100.0,50.0,100.0,87.5,100.0,100.0,50.0,100.0,87.5
FMO,fmo,0.819672131147541,0.0,100.0,0.0,25.204918032786885,0.819672131147541,0.0,100.0,0.0,25.204918032786885
FONCABA ASBL KBA VZW,foncaba,-,-,-,-,0.0,-,-,-,-,0.0
Fondation Hirondelle,fh_ch,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Fondo Centroamericano de Mujeres,fcam,100.0,100.0,66.66666666666666,100.0,91.66666666666666,100.0,100.0,66.66666666666666,100.0,91.66666666666666
Fonds voor Ontwikkelingssamenwerking - Socialistische Solidariteit VZW,fos,-,-,-,-,0.0,-,-,-,-,0.0
Food and Agriculture Organization of the United Nations (FAO),fao,-,-,-,-,0.0,-,-,-,-,0.0
Food for the Hungry UK,fh,-,-,-,-,0.0,-,-,-,-,0.0
Forest Trends Association,forest-trends,-,-,-,-,0.0,-,-,-,-,0.0
Forests Monitor,fm,-,-,-,-,0.0,-,-,-,-,0.0
Forever Sabah,fs,-,-,-,-,0.0,-,-,-,-,0.0
Forschungsinstitut zur Zukunft der Arbeit GmbH (IZA),iza,0.0,100.0,100.0,0.0,50.0,0.0,100.0,100.0,0.0,50.0
Forum for Africa Women Educationalist Regional Secretariat,fawe-rs,87.5,46.666666666666664,100.0,93.75,81.97916666666666,87.5,46.666666666666664,100.0,93.75,81.97916666666666
forum for women in democracy,fowode,100.0,0.0,100.0,100.0,75.0,100.0,0.0,100.0,100.0,75.0
Forum Universitaire pour la Coopération Internationale au Développement -FUCID ASBL,fucid,-,-,-,-,0.0,-,-,-,-,0.0
Foundation for Social Improvement,the_fsi,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
France - Ministry for Europe and Foreign Affairs,france,100.0,91.66666666666666,100.0,0.0,72.91666666666666,100.0,91.66666666666666,100.0,0.0,72.91666666666666
FRANK Water,frankwater,-,-,-,-,0.0,-,-,-,-,0.0
Free a Girl,freeagirl,100.0,-,-,100.0,50.0,100.0,-,-,100.0,50.0
Free Press Unlimited,free_press_unlimited,0.0,50.0,50.0,50.0,37.5,0.0,50.0,50.0,50.0,37.5
Freedom Forum,ff,0.0,50.0,0.0,100.0,37.5,0.0,50.0,0.0,100.0,37.5
Friends of Kipkelion,kipkelion,-,-,-,-,0.0,-,-,-,-,0.0
Friends of Publish What You Fund,friendsofpwyf,0.0,100.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,25.0
"Friends of the Earth England, Wales and Northern Ireland",foe_ewni,-,-,-,-,0.0,-,-,-,-,0.0
Friends of the Earth International,foei,50.0,100.0,100.0,100.0,87.5,50.0,100.0,100.0,100.0,87.5
Friends of the Earth-Ghana,foe-ghana,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Frontline AIDS,f-aids,100.0,100.0,50.0,78.57142857142857,82.14285714285714,100.0,100.0,50.0,78.57142857142857,82.14285714285714
FSD Africa,fsdafrica,-,-,-,-,0.0,-,-,-,-,0.0
Fundacion Acceso,fundacion-acceso,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Fundación Avina,fundacionavina,100.0,100.0,75.0,100.0,93.75,100.0,100.0,75.0,100.0,93.75
Fundación Fondo Mujeres del Sur,fms,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Fundación Gaia Amazonas,gaia,100.0,100.0,50.0,100.0,87.5,100.0,100.0,50.0,100.0,87.5
Fundación Oriéntame,orientame,100.0,100.0,100.0,0.0,75.0,100.0,100.0,100.0,0.0,75.0
Fundo de Investimento e Patrimonio do Abastecimento de Água (FIPAG),fipag,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
GALZ,galz,33.33333333333333,100.0,100.0,100.0,83.33333333333333,33.33333333333333,100.0,100.0,100.0,83.33333333333333
"Gavi, the vaccine alliance",gavi,100.0,99.78902953586498,100.0,100.0,99.94725738396625,100.0,99.78902953586498,100.0,100.0,99.94725738396625
GEF Secretariat,gef,99.8661311914324,91.58200290275762,-,100.0,72.86203352354751,99.8661311914324,91.58200290275762,-,100.0,72.86203352354751
GEMS Education Solutions,mgcubed,-,-,-,-,0.0,-,-,-,-,0.0
Gender at Work,genderatwork,71.42857142857143,57.14285714285714,100.0,100.0,82.14285714285714,71.42857142857143,57.14285714285714,100.0,100.0,82.14285714285714
Gender Equality Network,gen,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gender Links,gl,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Geneva International Centre for Humanitarian Demining,gichd,10.526315789473683,89.47368421052632,50.0,94.73684210526315,61.18421052631579,10.526315789473683,89.47368421052632,50.0,94.73684210526315,61.18421052631579
GEOMOUN ASBL,geomoun,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
Germany - Federal Foreign Office,fo_germany,57.01960784313725,92.34828496042216,-,100.0,62.34197320088985,57.01960784313725,92.34828496042216,-,100.0,62.34197320088985
Germany - Ministry for Economic Cooperation and Development,bmz,100.0,98.39154963389748,100.0,98.56412487762428,99.23891862788045,100.0,98.39154963389748,100.0,98.56412487762428,99.23891862788045
Germany GIZ Non BMZ,giz,100.0,0.0,0.0,100.0,50.0,100.0,0.0,0.0,100.0,50.0
GHANA NETHERLANDS BUSINESS & CULTURE COUNCIL,gnbcc,0.0,-,-,100.0,25.0,0.0,-,-,100.0,25.0
Girls Not Brides: The Global Partnership to End Child Marriage,girlsnotbrides,-,-,-,-,0.0,-,-,-,-,0.0
Girls’ Education Challenge – Fund Manager PwC,gecfundmanagerpwc,50.0,-,-,100.0,37.5,50.0,-,-,100.0,37.5
Giro555 (Stichting Samenwerkende Hulporganisaties),giro555,75.0,100.0,33.33333333333333,100.0,77.08333333333333,75.0,100.0,33.33333333333333,100.0,77.08333333333333
GiveDirectly,givedirectly,-,-,-,-,0.0,-,-,-,-,0.0
Global Action Nepal,gan,-,-,-,-,0.0,-,-,-,-,0.0
Global Alliance for Livestock Veterinary Medicines,galvmed,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Global Alliance for TB Drug Development,tb-a,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Global Anaesthesia Development Partnerships,gadp,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Global Antibiotic Research and Development Partnership,gardp,0.0,100.0,100.0,44.44444444444444,61.111111111111114,0.0,100.0,100.0,44.44444444444444,61.111111111111114
Global Canopy,globalcanopy,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Global Disability Innovation Hub,gdihub,0.0,0.0,75.0,100.0,43.75,0.0,0.0,75.0,100.0,43.75
Global Focus,globaltfokus,0.0,0.0,100.0,0.0,25.0,0.0,0.0,100.0,0.0,25.0
Global Fund for Community Foundations,gfcf,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Global Fund to End Modern Slavery,gfems,0.0,90.0,0.0,100.0,47.5,0.0,90.0,0.0,100.0,47.5
Global Green Growth Institute (GGGI),gggi,0.0,96.57142857142857,0.0,96.02272727272727,48.14853896103896,0.0,96.57142857142857,0.0,96.02272727272727,48.14853896103896
Global Impact Investing Network,giin,50.0,100.0,50.0,100.0,75.0,50.0,100.0,50.0,100.0,75.0
Global Innovation Fund,gif,0.0,95.65217391304348,-,0.0,23.91304347826087,0.0,95.65217391304348,-,0.0,23.91304347826087
Global Network of People Living with HIV (GNP+),gnpplus,11.11111111111111,100.0,-,100.0,52.77777777777778,11.11111111111111,100.0,-,100.0,52.77777777777778
Global Network of Sex Work Projects (NSWP),nswp,-,-,-,-,0.0,-,-,-,-,0.0
Global Partnership for Education,gpe,-,-,-,-,0.0,-,-,-,-,0.0
Global Rights Compliance,grc2018,0.0,83.33333333333334,-,96.66666666666667,45.0,0.0,83.33333333333334,-,96.66666666666667,45.0
Global Water Partnership,gwp,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Global Witness,globalwitness,-,-,-,-,0.0,-,-,-,-,0.0
GlobalGiving.org,globalgiving,-,-,-,-,0.0,-,-,-,-,0.0
GOAL,goal,66.66666666666666,66.66666666666666,0.0,100.0,58.33333333333333,66.66666666666666,66.66666666666666,0.0,100.0,58.33333333333333
GOGLA - Global Off-Grid Lighting Association,gogla,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
GoodWeave International,goodweave_intl,-,-,-,-,0.0,-,-,-,-,0.0
Goree Institute,gorin,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPPAC Foundation,gppac,-,-,-,-,0.0,-,-,-,-,0.0
Grand Challenges Canada,hgc,100.0,0.0,0.0,100.0,50.0,100.0,0.0,0.0,100.0,50.0
Greater Virunga Transboundary Collaboration,gvtc,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Ground Truth Solutions,ground-truth-solutions,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Groupe Pivot Santé Population,gpsp-org,-,-,-,-,0.0,-,-,-,-,0.0
Grow Asia,growasia,-,-,-,-,0.0,-,-,-,-,0.0
Grow Movement,growmovement_admin,50.0,0.0,0.0,100.0,37.5,50.0,0.0,0.0,100.0,37.5
GSMA Foundation,gsma_foundation,100.0,0.0,-,0.0,25.0,100.0,0.0,-,0.0,25.0
Gulu University,guluuni,-,-,-,-,0.0,-,-,-,-,0.0
Guttmacher Institute,guttmacher,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Hagar International UK,hagar_uk,-,-,-,-,0.0,-,-,-,-,0.0
Haiti Hospital Appeal,hha,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Hand in Hand International,handinhand,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Handicap International Belgique,hib,84.61538461538461,100.0,-,100.0,71.15384615384616,84.61538461538461,100.0,-,100.0,71.15384615384616
Handicap International Federation,hi_fed,33.33333333333333,83.33333333333334,71.42857142857143,100.0,72.02380952380952,33.33333333333333,83.33333333333334,71.42857142857143,100.0,72.02380952380952
Handicap International UK,hiuk,23.809523809523807,47.05882352941176,26.666666666666668,95.23809523809523,48.193277310924366,23.809523809523807,47.05882352941176,26.666666666666668,95.23809523809523,48.193277310924366
Health Development Initiative,hdi,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Health Insurance Fund,hif,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Health Poverty Action,hpa,-,-,-,-,0.0,-,-,-,-,0.0
HealthNet TPO,healthnet,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
HealthProm,hp_12,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Healthright International-Kenya,hri,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Healthy Entrepreneurs Foundation,hefoundation,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Heartland Alliance International,ha-i,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Heifer International South Africa,hsa,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Heifer Nederland,heifernederland,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
HelpAge International,helpage_international,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
HelpAge International UK,ageintl,51.35135135135135,100.0,18.91891891891892,100.0,67.56756756756756,51.35135135135135,100.0,18.91891891891892,100.0,67.56756756756756
Helvetas Swiss Intercooperation,hsi,-,-,-,100.0,25.0,-,-,-,100.0,25.0
Hiber for Electronic Media,7iberdotcom,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Higher Population Council,hpc,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
HiiL innovating Justice,hiil_mfa,72.72727272727273,40.0,100.0,100.0,78.18181818181819,72.72727272727273,40.0,100.0,100.0,78.18181818181819
Hilfswerk Austria Zimbabwe,hwa-zm,-,-,-,-,0.0,-,-,-,-,0.0
Hivos,stichting_hivos,24.137931034482758,24.137931034482758,85.71428571428571,24.137931034482758,39.532019704433495,24.137931034482758,24.137931034482758,85.71428571428571,24.137931034482758,39.532019704433495
HM Treasury,hmtfitb,100.0,0.0,-,33.33333333333333,33.33333333333333,100.0,0.0,-,33.33333333333333,33.33333333333333
Homeless International,hi,14.285714285714285,100.0,60.0,14.285714285714285,47.14285714285714,14.285714285714285,100.0,60.0,14.285714285714285,47.14285714285714
Hope and Homes for Children,hhc,-,-,-,-,0.0,-,-,-,-,0.0
Hope for Children,hfc,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Horizons for Green Development,horizons,-,-,-,-,0.0,-,-,-,-,0.0
Hospice Africa Ltd,hauk,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
HRWG Indonesia,hrwg_indonesia,0.0,-,0.0,100.0,25.0,0.0,-,0.0,100.0,25.0
HTSPE,htspe,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Huairou Commission,hc2022,16.666666666666664,83.33333333333334,100.0,100.0,75.0,16.666666666666664,83.33333333333334,100.0,100.0,75.0
Human Relief Foundation,hrf,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Humanitarian Quality Assurance Initiative,hqai,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
I Choose Life Africa,ke-ngc-3372,-,-,-,-,0.0,-,-,-,-,0.0
Ibrahimia Media Center,imc-2021,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
ICA:UK,icauk,0.0,50.0,0.0,100.0,37.5,0.0,50.0,0.0,100.0,37.5
ICCO Cooperation,icco-cooperation,100.0,55.00000000000001,100.0,100.0,88.75,100.0,55.00000000000001,100.0,100.0,88.75
ICF Consulting Services Ltd,icf,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
ICS,ics,-,-,-,-,0.0,-,-,-,-,0.0
IDB Invest,idbinvest,11.23076923076923,0.0,100.0,100.0,52.80769230769231,11.23076923076923,0.0,100.0,100.0,52.80769230769231
iDE,ide,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
IDEO.org,ideo_org,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDH Investment Management B.V.,idh_im,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
"IDH, the Sustainable Trade Initiative",idh,100.0,100.0,31.03448275862069,96.55172413793103,81.89655172413794,100.0,100.0,31.03448275862069,96.55172413793103,81.89655172413794
IDinsight,idinsight,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
IDOM INGENIERIA,idom_mx,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
IFOAM - Organics International,ifoam,0.0,0.0,100.0,7.8431372549019605,26.96078431372549,0.0,0.0,100.0,7.8431372549019605,26.96078431372549
IHE Delft Institute for Water Education,ihedelft,100.0,75.0,75.0,100.0,87.5,100.0,75.0,75.0,100.0,87.5
Iles de Paix,idp,-,-,-,-,0.0,-,-,-,-,0.0
ILGA Asia,ilgaasia,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
IMA World Health,us-imawh,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
IMC WORLDWIDE,imcw_admin,3.8461538461538463,72.07207207207207,5.833333333333333,94.61538461538461,44.09173596673597,5.384615384615385,72.07207207207207,5.833333333333333,94.61538461538461,44.476351351351354
IMD Moçambique,imdmozambique,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
IMPACT Initiatives,impact_initiatives,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
"Imperial College of Science, Technology and Medicine",imperial,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Impunity Watch,iw_admin,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Index Initiative Foundation,iif,-,-,-,-,0.0,-,-,-,-,0.0
Indigo Trust,indtrust,99.54545454545455,99.54337899543378,100.0,0.0,74.77220838522209,99.54545454545455,99.54337899543378,100.0,0.0,74.77220838522209
inHive,inhive,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Iniciativa Climatica de Mexico,icm_mx,-,-,-,-,0.0,-,-,-,-,0.0
Initiative Sankofa d'Afrique de l'Ouest,isdao,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
Innovate UK KTN,ktn,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Instiglio,instiglio,-,-,-,-,0.0,-,-,-,-,0.0
Institut de Formation Syndical International - Internationaal Syndicaal Vormingsinstituut,ifsi_isvi,-,-,-,-,0.0,-,-,-,-,0.0
"Institut National de l'Eau, Benin",ine_benin,-,-,-,-,0.0,-,-,-,-,0.0
Institute for International Workers Education,iiwe,-,-,-,-,0.0,-,-,-,-,0.0
Institute for Policy Research and Advocacy (ELSAM),elsam,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
Institute for Security Studies,issafrica,-,-,-,-,0.0,-,-,-,-,0.0
Institute for War & Peace Reporting,iwpr,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
Institute of Development Studies,ids,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Institute of Tropical Medicine,itm,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
Instituto BVRio,bvrio,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Integrated Water Resources Management Programme,iwrm,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Integrity Action,integrity_action,0.0,10.526315789473683,-,5.263157894736842,3.947368421052631,0.0,31.57894736842105,-,100.0,32.89473684210526
Integrity Research and Consultancy Ltd,integrity,0.0,0.0,100.0,57.14285714285714,39.285714285714285,0.0,0.0,100.0,57.14285714285714,39.285714285714285
Inter-American Development Bank,iadb,100.0,97.5,100.0,87.63157894736841,96.28289473684211,100.0,97.5,100.0,87.63157894736841,96.28289473684211
Interact Worldwide,iww_publish,-,-,-,-,0.0,-,-,-,-,0.0
InterAction,interaction,-,-,-,-,0.0,-,-,-,-,0.0
InterAction's NGO Aid Map,ia_nam,5.982905982905983,0.0,-,0.0,1.4957264957264957,5.982905982905983,0.0,-,0.0,1.4957264957264957
interburns,interburns,-,-,-,-,0.0,-,-,-,-,0.0
InterClimate Network,icn,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
International Aids Vaccine Initiative (IAVI),iavi,-,-,-,-,0.0,-,-,-,-,0.0
International Alert,international-alert,66.66666666666666,73.33333333333333,0.0,14.666666666666666,38.666666666666664,66.66666666666666,73.33333333333333,0.0,14.666666666666666,38.666666666666664
International Bureau of Fiscal Documentation (IBFD),ibfd,68.75,60.0,100.0,100.0,82.1875,68.75,60.0,100.0,100.0,82.1875
International Campaign Women´s Right to Safe Abortion,icwrsa,0.0,50.0,-,100.0,37.5,0.0,50.0,-,100.0,37.5
International Center for Not-for-Profit Law,icnl_org,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
International Center for Transitional Justice,ictj,0.0,100.0,94.73684210526315,100.0,73.68421052631578,0.0,100.0,94.73684210526315,100.0,73.68421052631578
International Centre for Antimicrobial Resistance Solutions,icars,0.0,-,100.0,100.0,50.0,0.0,-,100.0,100.0,50.0
"International Centre for Diarrhoeal Disease Research, Bangladesh (icddr,b)",icddrb,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
International Centre for Migration Policy Development,icmpd,0.0,25.0,-,16.666666666666664,10.416666666666666,0.0,25.0,-,16.666666666666664,10.416666666666666
International Centre of Insect Physiology and Ecology (icipe),icipe,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
International Child Development Initiatives,icdi,-,-,-,-,0.0,-,-,-,-,0.0
International Climate Initiative / BMU - IKI Secretariat,bmu_iki,100.0,93.22709163346613,100.0,0.0,73.30677290836653,100.0,93.22709163346613,100.0,0.0,73.30677290836653
International Committee of the Red Cross (ICRC),icrc,83.33333333333334,98.59154929577466,0.0,97.22222222222221,69.78677621283255,83.33333333333334,98.59154929577466,0.0,97.22222222222221,69.78677621283255
International Council of Voluntary Agencies,icva,-,-,-,-,0.0,-,-,-,-,0.0
International Crisis Group,crisisgroup,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
International Development Law Organization (IDLO),idlo,100.0,99.47089947089947,26.633165829145728,1.0050251256281406,56.777272606418336,100.0,99.47089947089947,26.633165829145728,1.0050251256281406,56.777272606418336
INTERNATIONAL DISABILITY ALLIANCE,ida,10.0,70.0,100.0,100.0,70.0,10.0,70.0,100.0,100.0,70.0
International Federation of Accountants,ifac,0.0,0.0,-,80.0,20.0,0.0,0.0,-,80.0,20.0
International Federation of the Red Cross and Red Crescent (IFRC),ifrcrcs,0.0,96.85314685314685,0.0,100.0,49.21328671328671,0.0,96.85314685314685,0.0,100.0,49.21328671328671
International Fertilizer Development Center,ifdc-us,0.0,87.5,71.42857142857143,100.0,64.73214285714286,0.0,87.5,71.42857142857143,100.0,64.73214285714286
International Finance Corporation,ifcwbg,97.50425411230856,0.0,100.0,97.50425411230856,73.75212705615428,97.50425411230856,0.0,100.0,97.50425411230856,73.75212705615428
International Food Policy Research Institute,ifpri,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
International Fund for Agricultural Development (IFAD),ifad,99.30131004366812,99.28635147190009,100.0,0.0,74.64691537889206,99.30131004366812,99.28635147190009,100.0,0.0,74.64691537889206
International IDEA,idea,0.0,100.0,0.0,0.08748906386701663,25.021872265966753,0.0,100.0,0.0,0.08748906386701663,25.021872265966753
International Indigenous Women Forum,fimi_iiwf_2019,20.0,60.0,100.0,100.0,70.0,20.0,60.0,100.0,100.0,70.0
International Initiative for Impact Evaluation,3ie,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
International Institute for Environment and Development,iied,92.3076923076923,91.66666666666666,80.0,0.0,65.99358974358974,92.3076923076923,91.66666666666666,80.0,0.0,65.99358974358974
International Labour Organization (ILO),ilo,47.912524850894634,100.0,71.63133640552995,91.34285197903488,77.72167830886487,47.912524850894634,100.0,71.63133640552995,91.34285197903488,77.72167830886487
International Media Support,ims,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
International Medical Corps UK,imc_uk,-,-,-,66.66666666666666,16.666666666666664,-,-,-,66.66666666666666,16.666666666666664
International Monetary Fund,imf,0.0,97.36842105263158,-,100.0,49.34210526315789,0.0,97.36842105263158,-,100.0,49.34210526315789
International Nepal Fellowship Nepal,infnepal,0.0,-,100.0,100.0,50.0,0.0,-,100.0,100.0,50.0
International Network for Advancing Science and Policy,inasp,-,-,-,-,0.0,-,-,-,-,0.0
International Network for Bamboo and Rattan (INBAR),inbar,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
International Network of People who Use Drugs (INPUD),inpud_admin,100.0,87.5,100.0,100.0,96.875,100.0,87.5,100.0,100.0,96.875
International NGO Safety Orgnisation,inso,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
International Organization for Migration (IOM),iom,100.0,0.0,100.0,100.0,75.0,100.0,0.0,100.0,100.0,75.0
International Planned Parenthood Federation,ippf,11.11111111111111,82.35294117647058,60.0,16.666666666666664,42.53267973856209,11.11111111111111,82.35294117647058,60.0,16.666666666666664,42.53267973856209
International Potato Center,cip,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
International Primary Care Respiratory Group,ipcrg,-,-,-,-,0.0,-,-,-,-,0.0
International Procurement Agency,ipa,0.0,62.5,-,62.5,31.25,0.0,62.5,-,100.0,40.625
International Rescue Committee UK,irc_uk,70.27027027027027,80.64516129032258,36.36363636363637,97.2972972972973,71.14409130538164,70.27027027027027,80.64516129032258,36.36363636363637,97.2972972972973,71.14409130538164
International Service,unais,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
International Trade Centre (ITC),itc,96.875,100.0,18.75,100.0,78.90625,96.875,100.0,18.75,100.0,78.90625
International Treatment Preparedness Coalition (ITPC),itpc,-,-,-,-,0.0,-,-,-,-,0.0
International Union for Conservation of Nature and Natural Resources,iucn,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
International Women's Development Agency,iwda,-,-,-,-,0.0,-,-,-,-,0.0
International Women's Rights Action Watch Asia Pacific,iwrawasiapacific,10.0,90.0,100.0,0.0,50.0,10.0,90.0,100.0,0.0,50.0
International Youth Alliance for Family Planning,iyafp,-,-,-,-,0.0,-,-,-,-,0.0
Internews Europe,ieu,0.0,80.0,50.0,100.0,57.5,0.0,80.0,50.0,100.0,57.5
Interpeace,interpeace,2.0408163265306123,100.0,0.0,0.0,25.510204081632654,2.0408163265306123,100.0,0.0,0.0,25.510204081632654
INTERSOS Onlus,intersos_main,33.33333333333333,100.0,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333,100.0,66.66666666666666,66.66666666666666,66.66666666666666
INTOSAI Development Initiative,idi,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
INTRAC,intrac,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
IntraHealth International,intrahealth,-,-,-,-,0.0,-,-,-,-,0.0
InvestInternational,investinternational,57.14285714285714,59.47712418300654,100.0,82.5,74.77999533146593,57.14285714285714,59.47712418300654,100.0,82.5,74.77999533146593
IOD PARC,iodparc,0.0,92.85714285714286,7.142857142857142,100.0,50.0,0.0,92.85714285714286,7.142857142857142,100.0,50.0
iPartner India,ip-india,-,-,-,-,0.0,-,-,-,-,0.0
Ipas,ipas,0.0,66.66666666666666,50.0,100.0,54.166666666666664,0.0,66.66666666666666,50.0,100.0,54.166666666666664
