Publisher Name,Publisher Registry Id,Contacts (with valid data),Location Details (with valid data),Geographic Coordinates (with valid data),DAC Sectors (with valid data),Capital Spend (with valid data),Activity Documents (with valid data),Aid Type (with valid data),Recipient Language (with valid data),Result/ Indicator (with valid data),Average (with valid data),Contacts (with any data),Location Details (with any data),Geographic Coordinates (with any data),DAC Sectors (with any data),Capital Spend (with any data),Activity Documents (with any data),Aid Type (with any data),Recipient Language (with any data),Result/ Indicator (with any data),Average (with any data)
Kenya National Commission on Human Rights,knchr,0.0,0.0,0.0,100.0,0.0,7.6923076923076925,0.0,100.0,100.0,34.18803418803419,0.0,0.0,0.0,100.0,0.0,7.6923076923076925,0.0,100.0,100.0,34.18803418803419
Kenya Private Sector Alliance,kepsa,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,44.44444444444444,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,44.44444444444444
Kepa ry,kepa,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Kerk in Actie,kerk_in_actie,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,22.22222222222222
Kesho Kenya,kesho_kenya,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,66.66666666666667,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,66.66666666666667
kidasha,kidasha,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,44.44444444444444,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,44.44444444444444
King Hussein Foundation,khf,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
King Salman Humanitarian Aid and Relief Centre,ksrelief291,0.0,0.0,0.0,100.0,0.0,0.0,99.22178988326849,20.0,0.0,24.357976653696497,0.0,0.0,0.0,100.0,0.0,0.0,99.22178988326849,20.0,0.0,24.357976653696497
King's College London,kingscollegelondon,0.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0,16.666666666666668,0.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0,16.666666666666668
Kisumu Medical and Education Trust,kmet,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
KITUO CHA SHERIA,kituo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,11.11111111111111
KIYO,kiyo,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Koepel van de Vlaamse Noord-Zuidbeweging 11.11.11 VZW,111111_publisher,100.0,83.33333333333334,66.66666666666666,100.0,0.0,11.11111111111111,100.0,81.25,83.33333333333334,69.52160493827161,100.0,83.33333333333334,66.66666666666666,100.0,0.0,11.11111111111111,100.0,81.25,83.33333333333334,69.52160493827161
Koninklijk Nederlands Meteorologisch Instituut,knmi,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
KPMG East Africa,kpmgea,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,55.55555555555556,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,55.55555555555556
KPMG LLP,kpmgllp,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Kvinna till Kvinna,ktk,0.0,0.0,0.0,100.0,0.0,33.33333333333333,0.0,0.0,66.66666666666666,22.222222222222218,0.0,0.0,0.0,100.0,0.0,33.33333333333333,0.0,0.0,66.66666666666666,22.222222222222218
KwaAfrica,kwaafrica,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
Kwame Nkrumah University of Science and Technology,knust,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Kyiv School of Economics and Management,kse,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
LAMB Health Care Foundation,lhcf,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,44.44444444444444,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,44.44444444444444
Land Equity International,lei,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
Landell Mills,landell-mills,0.0,0.0,0.0,100.0,0.0,25.0,100.0,0.0,0.0,25.0,0.0,0.0,0.0,100.0,0.0,25.0,100.0,0.0,0.0,25.0
Larive International,larive,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
Laïcité et Humanisme en Afrique Centrale (LHAC),lhac,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Le Monde selon les femmes asbl,mondefemmes,100.0,77.77777777777779,77.77777777777779,100.0,0.0,11.11111111111111,100.0,100.0,77.77777777777779,71.60493827160494,100.0,77.77777777777779,77.77777777777779,100.0,0.0,11.11111111111111,100.0,100.0,77.77777777777779,71.60493827160494
LEAD International,lead_international,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Leaders of Tomorrow,sqf,100.0,100.0,100.0,0.0,0.0,100.0,100.0,-,0.0,55.55555555555556,100.0,100.0,100.0,0.0,0.0,100.0,100.0,-,0.0,55.55555555555556
Learning for Life,learningforlife,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Legal Action Worldwide,law,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Lemann Foundation,lemann,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222
Leonard Cheshire Disability,lcd_admin,0.0,0.0,0.0,100.0,0.0,0.0,100.0,75.0,0.0,30.555555555555557,0.0,0.0,0.0,100.0,0.0,0.0,100.0,75.0,0.0,30.555555555555557
Lepra,lepra,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Liga Internacional de Mujeres por la Paz y la Libertad - Limpal Colombia,limpal-colombia,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,66.66666666666667,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,66.66666666666667
Light Castle Partners,lcp,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Light For The World Belgium,lftw-be,100.0,60.0,60.0,100.0,0.0,20.0,100.0,100.0,60.0,66.66666666666667,100.0,60.0,60.0,100.0,0.0,20.0,100.0,100.0,60.0,66.66666666666667
Light for the World International,lftw-int,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,33.333333333333336,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,33.333333333333336
Link Community Development International,lcdi_admin,100.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0,27.77777777777778,100.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0,27.77777777777778
Link Community Development Scotland,lcds,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,33.333333333333336
"Lithuania, Ministry of Foreign Affairs",lithuania_mfa,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Lively Minds,livelyminds,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Liverpool School of Tropical Medicine,lstm,0.0,0.0,0.0,100.0,0.0,33.33333333333333,16.666666666666664,100.0,0.0,27.777777777777775,0.0,0.0,0.0,100.0,0.0,33.33333333333333,16.666666666666664,100.0,0.0,27.777777777777775
Living Earth Foundation,livingearth12,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,22.22222222222222
living peace institute,lpi,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,55.55555555555556,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,55.55555555555556
LIWA programme trust,liwa-admin,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Local Development and Small Projects Support,ldsps,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
London Business School,lbs,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
London School of Economics and Political Science,lse,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111
London School of Hygiene and Tropical Medicine,lshtm,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111
Loughborough University,lboro,0.0,0.0,0.0,50.0,0.0,0.0,0.0,100.0,0.0,16.666666666666668,0.0,0.0,0.0,50.0,0.0,0.0,0.0,100.0,0.0,16.666666666666668
Louvain Coopération,lc,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
LTS International Limited,lts,11.11111111111111,11.11111111111111,0.0,88.88888888888889,0.0,0.0,11.11111111111111,25.0,0.0,16.358024691358025,11.11111111111111,11.11111111111111,0.0,88.88888888888889,0.0,0.0,11.11111111111111,25.0,0.0,16.358024691358025
Luminate Foundation Inc.,luminate,100.0,0.0,0.0,100.0,0.0,0.0,99.33774834437085,100.0,0.0,44.37086092715232,100.0,0.0,0.0,100.0,0.0,0.0,99.33774834437085,100.0,0.0,44.37086092715232
M&C Saatchi,mcs_new,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
Maastricht School of Management,msm-ipd,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
MADE in Europe,mie-1134415,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,55.55555555555556,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,55.55555555555556
MAG,mag,40.0,0.0,0.0,100.0,0.0,0.0,0.0,33.33333333333333,80.0,28.148148148148145,40.0,0.0,0.0,100.0,0.0,0.0,0.0,33.33333333333333,80.0,28.148148148148145
Magariro,magariro,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Mainline,mainline,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Makerere University School of Public Health,maksph,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
Malaria Consortium,malariaconsortium,100.0,0.0,0.0,100.0,0.0,0.0,0.0,71.69811320754717,0.0,30.18867924528302,100.0,0.0,0.0,100.0,0.0,0.0,0.0,71.69811320754717,0.0,30.18867924528302
Mama Cash,mamac,100.0,0.0,0.0,100.0,0.0,20.0,100.0,-,60.0,42.22222222222222,100.0,0.0,0.0,100.0,0.0,20.0,100.0,-,60.0,42.22222222222222
MAMTA - Health Institute for Mother and Child,mamta_himc,100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,44.44444444444444,100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,44.44444444444444
Mango Tree Property Management LTD,mangotree,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
MannionDaniels,manniondaniels,100.0,0.0,0.0,100.0,0.0,8.333333333333332,12.5,0.0,0.0,24.537037037037038,100.0,0.0,0.0,100.0,0.0,8.333333333333332,12.5,0.0,0.0,24.537037037037038
MapAction,mapaction,0.0,0.0,0.0,66.66666666666666,0.0,0.0,100.0,75.0,0.0,26.85185185185185,0.0,0.0,0.0,100.0,0.0,0.0,100.0,75.0,0.0,30.555555555555557
Marsa Sexual Health Center,marsa_welead,0.0,0.0,0.0,100.0,0.0,0.0,100.0,-,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,100.0,-,0.0,22.22222222222222
marysmeals,marysmeals,100.0,0.0,0.0,100.0,0.0,50.0,0.0,100.0,0.0,38.888888888888886,100.0,0.0,0.0,100.0,0.0,50.0,0.0,100.0,0.0,38.888888888888886
Mastercard Foundation,mastercard-foundation,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
Max Foundation,max-foundation,100.0,20.0,20.0,100.0,20.0,20.0,20.0,0.0,60.0,40.0,100.0,20.0,20.0,100.0,20.0,20.0,20.0,0.0,60.0,40.0
Maxwell Stamp PLC,mstamp,100.0,0.0,0.0,100.0,0.0,66.66666666666666,0.0,0.0,0.0,29.629629629629626,100.0,0.0,0.0,100.0,0.0,66.66666666666666,0.0,0.0,0.0,29.629629629629626
McKinsey & Company,mck,50.0,0.0,0.0,100.0,0.0,0.0,0.0,33.33333333333333,0.0,20.370370370370367,50.0,0.0,0.0,100.0,0.0,0.0,0.0,33.33333333333333,0.0,20.370370370370367
McKinsey Development Partners,mdp,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,11.11111111111111,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,11.11111111111111
MDF Global,mdf,100.0,0.0,0.0,100.0,0.0,100.0,100.0,-,100.0,55.55555555555556,100.0,0.0,0.0,100.0,0.0,100.0,100.0,-,100.0,55.55555555555556
MedAccess Guarantee Limited,medaccess,100.0,0.0,0.0,0.0,0.0,0.0,100.0,-,0.0,22.22222222222222,100.0,0.0,0.0,0.0,0.0,0.0,100.0,-,0.0,22.22222222222222
Medair,medair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,11.11111111111111
Medecins du Monde Belgique - Dokters van de Wereld Belgïe,medecins,100.0,100.0,100.0,100.0,0.0,0.0,100.0,85.71428571428571,100.0,76.19047619047619,100.0,100.0,100.0,100.0,0.0,0.0,100.0,85.71428571428571,100.0,76.19047619047619
Medecins du Monde France,mdm-fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Media Development Investment Fund,mdif,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111
"Medical Research Centre (MRC), Sierra Leone",mrc-sierra-leone,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
MedicineAfrica Ltd.,medafrica,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Medicos del Mundo,mdm_spain,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
Memisa,memisa,100.0,77.77777777777779,77.77777777777779,100.0,0.0,11.11111111111111,100.0,100.0,77.77777777777779,71.60493827160494,100.0,77.77777777777779,77.77777777777779,100.0,0.0,11.11111111111111,100.0,100.0,77.77777777777779,71.60493827160494
Meningitis Research Foundation,mrf,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Mensen met een Missie,mm1,100.0,0.0,0.0,100.0,0.0,15.384615384615385,100.0,0.0,61.53846153846154,41.88034188034188,100.0,0.0,0.0,100.0,0.0,15.384615384615385,100.0,0.0,61.53846153846154,41.88034188034188
Mercy Corps Europe,mce,100.0,9.090909090909092,0.0,100.0,0.0,54.54545454545454,100.0,11.11111111111111,36.36363636363637,45.67901234567901,100.0,9.090909090909092,0.0,100.0,0.0,54.54545454545454,100.0,11.11111111111111,36.36363636363637,45.67901234567901
Mercy Corps Global,mcg,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Mercy Corps Netherlands,mcn,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Mercy Ships UK Limited,msuk,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Mercy-USA for Aid and Development,mercy-usa,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,55.55555555555556,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,55.55555555555556
MICAIA,mic-uk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micaia Foundation,micfound,100.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,50.0,27.77777777777778,100.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,50.0,27.77777777777778
Micro Insurance Academy,mia_india,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
MicroLoan Foundation,mlf,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Miel Maya Honing asbl,mmha,100.0,75.0,75.0,100.0,0.0,25.0,100.0,85.71428571428571,50.0,67.85714285714285,100.0,75.0,75.0,100.0,0.0,25.0,100.0,85.71428571428571,50.0,67.85714285714285
Mifumi UK,mifumi_uk,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Milieudefensie,foenl,11.76470588235294,0.0,0.0,100.0,0.0,11.76470588235294,100.0,57.14285714285714,58.82352941176471,37.72175536881419,11.76470588235294,0.0,0.0,100.0,0.0,11.76470588235294,100.0,57.14285714285714,58.82352941176471,37.72175536881419
Millennium Challenge Corporation,millenniumchallenge,5.985401459854015,14.014598540145986,14.014598540145986,54.16058394160584,54.16058394160584,3.9416058394160585,100.0,14.014598540145986,3.3576642335766427,29.29440389294404,5.985401459854015,14.014598540145986,14.014598540145986,54.16058394160584,54.16058394160584,3.9416058394160585,100.0,14.014598540145986,3.3576642335766427,29.29440389294404
Ministry of Foreign Affairs - United Arab Emirates (UAE),mofaic_uae,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
Ministry of Foreign Affairs of  Japan,mofa-jpn,0.0,0.0,0.0,100.0,0.0,0.0,0.0,37.37373737373738,0.0,15.263748597081932,0.0,0.0,0.0,100.0,0.0,0.0,0.0,37.37373737373738,0.0,15.263748597081932
Ministry of Foreign and European Affairs of the Slovak Republic,slovakaid,16.594827586206897,43.462643678160916,43.06752873563218,100.0,0.0,100.0,86.20689655172413,21.627188465499486,14.152298850574713,47.234598207533146,16.594827586206897,43.462643678160916,43.06752873563218,100.0,0.0,100.0,86.20689655172413,21.627188465499486,14.152298850574713,47.234598207533146
Ministère de l'Economie et des Finances du Bénin,mefbenin,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Minority Rights Group,mrg,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
Mission Øst,missioneast,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-,0.0,11.11111111111111
Mondiaal FNV,mondiaalfnv,0.0,0.0,0.0,100.0,0.0,100.0,0.0,25.0,77.77777777777779,33.641975308641975,0.0,0.0,0.0,100.0,0.0,100.0,0.0,25.0,77.77777777777779,33.641975308641975
Montrose International LLP,montrose_llp,0.0,0.0,0.0,100.0,0.0,0.0,100.0,33.33333333333333,0.0,25.925925925925924,0.0,0.0,0.0,100.0,0.0,0.0,100.0,33.33333333333333,0.0,25.925925925925924
mothers2mothers,m2m_sa,100.0,0.0,0.0,0.0,0.0,100.0,100.0,-,0.0,33.333333333333336,100.0,0.0,0.0,0.0,0.0,100.0,100.0,-,0.0,33.333333333333336
Motivation,motivation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,11.11111111111111
Mott MacDonald Limited,mml,16.666666666666664,8.333333333333332,8.333333333333332,100.0,0.0,16.666666666666664,100.0,70.0,16.666666666666664,37.40740740740741,16.666666666666664,8.333333333333332,8.333333333333332,100.0,0.0,16.666666666666664,100.0,70.0,16.666666666666664,37.40740740740741
MSI Reproductive Choices,msi,100.0,0.0,0.0,100.0,0.0,0.0,100.0,71.42857142857143,10.0,42.38095238095238,100.0,0.0,0.0,100.0,0.0,0.0,100.0,71.42857142857143,10.0,42.38095238095238
Mukisa Foundation,mukisa_foundation,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111
Mulanje Mission Hospital,mmh,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
Multilateral Investment Fund,fomin,100.0,0.0,0.0,100.0,0.0,100.0,100.0,66.66666666666666,0.0,51.85185185185185,100.0,0.0,0.0,100.0,0.0,100.0,100.0,66.66666666666666,0.0,51.85185185185185
Musalaha Ministry of Reconciliation,mmr_admin2,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
Musawah Global Vision Berhad,musawah,100.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,22.22222222222222,100.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,22.22222222222222
Muslim Aid,muslimaid,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
MVO Nederland,mvo_nederland,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Mwatana for Human Rights,mwatana,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,88.88888888888889,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,88.88888888888889
Mzumbe University,m_u,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
Médecins Sans Vacances,msv,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,77.77777777777777,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,77.77777777777777
NAGAAD,nagaad,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,33.333333333333336,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,33.333333333333336
"Namati, Inc",namati_inc,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Nathan Associates London Ltd.,nathan,0.0,0.0,0.0,27.27272727272727,0.0,72.72727272727273,0.0,70.0,0.0,18.88888888888889,0.0,0.0,0.0,27.27272727272727,0.0,72.72727272727273,0.0,70.0,0.0,18.88888888888889
National Coalition of Human Rights Defenders - Kenya,nchrdk,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,66.66666666666667,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,66.66666666666667
National Union of Women With Disabilities of Uganda,nuwodu,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,77.77777777777777,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,77.77777777777777
Natural Justice,nj_1,100.0,0.0,0.0,100.0,100.0,22.22222222222222,100.0,37.5,88.88888888888889,60.956790123456784,100.0,0.0,0.0,100.0,100.0,22.22222222222222,100.0,37.5,88.88888888888889,60.956790123456784
Natural Resource Governance Institute (NRGI),nrgi,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
"Natural Resources Institute, University of Greenwich.",nri,50.0,0.0,0.0,100.0,0.0,25.0,0.0,100.0,0.0,30.555555555555557,50.0,0.0,0.0,100.0,0.0,25.0,0.0,100.0,0.0,30.555555555555557
Nature and Development Foundation,ndf_fgm,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,33.333333333333336
Near East Foundation (NEF USA),nef_usa,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Near East Foundation Mali (NEF Mali),nef_mali,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,88.88888888888889,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,88.88888888888889
Near East Foundation UK (NEF UK),nef-uk,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,88.88888888888889,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,88.88888888888889
Neem Foundation,neem,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Nepal Disabled Human Rights Center,dhrc_nepal,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
Nepal Netra Jyoti Sangh,nnjs_nepal,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Netherlands - Ministry of Foreign Affairs,minbuza_nl,100.0,9.15129151291513,9.15129151291513,100.0,0.0,100.0,99.85239852398524,20.167064439140812,0.0,48.702449554328474,100.0,9.15129151291513,9.15129151291513,100.0,0.0,100.0,100.0,20.167064439140812,0.0,48.71884971833012
Netherlands Commission for Environmental Assessment,ncea,0.0,0.0,0.0,100.0,0.0,0.0,100.0,-,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,100.0,-,0.0,22.22222222222222
Netherlands Enterprise Agency (RVO),rvo,0.0,95.8656330749354,94.70284237726099,99.48320413436691,0.0,15.374677002583978,94.44444444444444,35.66333808844508,43.798449612403104,53.259176526048876,0.0,95.8656330749354,95.8656330749354,99.48320413436691,0.0,15.374677002583978,94.44444444444444,35.66333808844508,43.798449612403104,53.38837549245714
Netherlands Food Partnership,nfp,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,55.55555555555556,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,55.55555555555556
Netherlands Institute for Multiparty Democracy (NIMD),nimd-hq,100.0,0.0,0.0,100.0,0.0,6.666666666666667,100.0,0.0,43.333333333333336,38.888888888888886,100.0,0.0,0.0,100.0,0.0,6.666666666666667,100.0,0.0,43.333333333333336,38.888888888888886
Netherlands Organisation for Scientific Research (NWO),nwo,100.0,0.0,0.0,100.0,0.0,33.33333333333333,33.33333333333333,0.0,100.0,40.74074074074073,100.0,0.0,0.0,100.0,0.0,33.33333333333333,33.33333333333333,0.0,100.0,40.74074074074073
