Publisher Name,Publisher Registry Id,Version (with valid data),Reporting Organisation (with valid data),IATI Identifier (with valid data),Participating Organisation (with valid data),Title (with valid data),Description (with valid data),Status (with valid data),Activity Date (with valid data),Sector (with valid data),Country or Region (with valid data),Average (with valid data),Version (with any data),Reporting Organisation (with any data),IATI Identifier (with any data),Participating Organisation (with any data),Title (with any data),Description (with any data),Status (with any data),Activity Date (with any data),Sector (with any data),Country or Region (with any data),Average (with any data)
Kesho Kenya,kesho_kenya,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
kidasha,kidasha,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
King Hussein Foundation,khf,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
King Salman Humanitarian Aid and Relief Centre,ksrelief291,100.0,100.0,99.74059662775616,99.61089494163424,100.0,100.0,100.0,100.0,100.0,100.0,99.93514915693905,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
King's College London,kingscollegelondon,100.0,100.0,75.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kisumu Medical and Education Trust,kmet,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
KITUO CHA SHERIA,kituo,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
KIYO,kiyo,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Koepel van de Vlaamse Noord-Zuidbeweging 11.11.11 VZW,111111_publisher,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Koninklijk Nederlands Meteorologisch Instituut,knmi,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
KPMG East Africa,kpmgea,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
KPMG LLP,kpmgllp,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Kvinna till Kvinna,ktk,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
KwaAfrica,kwaafrica,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kwame Nkrumah University of Science and Technology,knust,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Kyiv School of Economics and Management,kse,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
LAMB Health Care Foundation,lhcf,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Land Equity International,lei,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Landell Mills,landell-mills,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Larive International,larive,100.0,100.0,100.0,11.11111111111111,100.0,100.0,100.0,100.0,100.0,100.0,91.11111111111111,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Laïcité et Humanisme en Afrique Centrale (LHAC),lhac,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Le Monde selon les femmes asbl,mondefemmes,100.0,100.0,100.0,55.55555555555556,100.0,100.0,100.0,100.0,100.0,100.0,95.55555555555556,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
LEAD International,lead_international,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Leaders of Tomorrow,sqf,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Learning for Life,learningforlife,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Legal Action Worldwide,law,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Lemann Foundation,lemann,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Leonard Cheshire Disability,lcd_admin,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Lepra,lepra,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Liga Internacional de Mujeres por la Paz y la Libertad - Limpal Colombia,limpal-colombia,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Light Castle Partners,lcp,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Light For The World Belgium,lftw-be,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Light for the World International,lftw-int,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Link Community Development International,lcdi_admin,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Link Community Development Scotland,lcds,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"Lithuania, Ministry of Foreign Affairs",lithuania_mfa,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Lively Minds,livelyminds,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Liverpool School of Tropical Medicine,lstm,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Living Earth Foundation,livingearth12,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
living peace institute,lpi,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
LIWA programme trust,liwa-admin,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Local Development and Small Projects Support,ldsps,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
London Business School,lbs,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
London School of Economics and Political Science,lse,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
London School of Hygiene and Tropical Medicine,lshtm,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Loughborough University,lboro,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Louvain Coopération,lc,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
LTS International Limited,lts,100.0,100.0,100.0,88.88888888888889,100.0,100.0,100.0,100.0,100.0,100.0,98.88888888888889,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Luminate Foundation Inc.,luminate,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
M&C Saatchi,mcs_new,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Maastricht School of Management,msm-ipd,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
MADE in Europe,mie-1134415,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
MAG,mag,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Magariro,magariro,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Mainline,mainline,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Makerere University School of Public Health,maksph,100.0,100.0,91.66666666666666,8.333333333333332,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Malaria Consortium,malariaconsortium,100.0,100.0,100.0,41.269841269841265,100.0,100.0,100.0,96.82539682539682,100.0,100.0,93.80952380952381,100.0,100.0,100.0,68.25396825396825,100.0,100.0,100.0,100.0,100.0,100.0,96.82539682539682
Mama Cash,mamac,100.0,100.0,100.0,60.0,100.0,100.0,100.0,100.0,100.0,80.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
MAMTA - Health Institute for Mother and Child,mamta_himc,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0
Mango Tree Property Management LTD,mangotree,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
MannionDaniels,manniondaniels,100.0,100.0,100.0,12.5,100.0,100.0,100.0,100.0,100.0,100.0,91.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
MapAction,mapaction,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Marsa Sexual Health Center,marsa_welead,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
marysmeals,marysmeals,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Mastercard Foundation,mastercard-foundation,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,80.32786885245902,88.0327868852459,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.32786885245902,98.0327868852459
Max Foundation,max-foundation,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Maxwell Stamp PLC,mstamp,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666666,100.0,96.66666666666666,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
McKinsey & Company,mck,100.0,100.0,100.0,75.0,100.0,100.0,100.0,100.0,100.0,75.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,97.5
McKinsey Development Partners,mdp,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
MDF Global,mdf,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
MedAccess Guarantee Limited,medaccess,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,90.0
Medair,medair,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Medecins du Monde Belgique - Dokters van de Wereld Belgïe,medecins,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Medecins du Monde France,mdm-fr,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Media Development Investment Fund,mdif,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"Medical Research Centre (MRC), Sierra Leone",mrc-sierra-leone,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
MedicineAfrica Ltd.,medafrica,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Medicos del Mundo,mdm_spain,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Memisa,memisa,100.0,100.0,100.0,22.22222222222222,100.0,100.0,100.0,100.0,100.0,100.0,92.22222222222221,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Meningitis Research Foundation,mrf,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Mensen met een Missie,mm1,100.0,100.0,100.0,15.384615384615385,100.0,100.0,100.0,100.0,100.0,100.0,91.53846153846153,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Mercy Corps Europe,mce,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Mercy Corps Global,mcg,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Mercy Corps Netherlands,mcn,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Mercy Ships UK Limited,msuk,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Mercy-USA for Aid and Development,mercy-usa,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
MICAIA,mic-uk,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,90.0
Micaia Foundation,micfound,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Micro Insurance Academy,mia_india,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
MicroLoan Foundation,mlf,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Miel Maya Honing asbl,mmha,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Mifumi UK,mifumi_uk,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Milieudefensie,foenl,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Millennium Challenge Corporation,millenniumchallenge,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,54.16058394160584,100.0,95.41605839416059,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,54.16058394160584,100.0,95.41605839416059
Ministry of Foreign Affairs - United Arab Emirates (UAE),mofaic_uae,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Ministry of Foreign Affairs of  Japan,mofa-jpn,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.66442953020133,99.96644295302013,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.66442953020133,99.96644295302013
Ministry of Foreign and European Affairs of the Slovak Republic,slovakaid,100.0,100.0,26.041666666666668,0.0,100.0,100.0,100.0,100.0,100.0,81.32183908045977,80.73635057471265,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,81.32183908045977,98.13218390804597
Ministère de l'Economie et des Finances du Bénin,mefbenin,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Minority Rights Group,mrg,100.0,100.0,100.0,33.33333333333333,100.0,100.0,100.0,100.0,100.0,100.0,93.33333333333333,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Mission Øst,missioneast,100.0,100.0,100.0,100.0,100.0,66.66666666666666,100.0,100.0,0.0,0.0,76.66666666666666,100.0,100.0,100.0,100.0,100.0,66.66666666666666,100.0,100.0,0.0,0.0,76.66666666666666
Mondiaal FNV,mondiaalfnv,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Montrose International LLP,montrose_llp,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
mothers2mothers,m2m_sa,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,90.0
Motivation,motivation,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Mott MacDonald Limited,mml,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
MSI Reproductive Choices,msi,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Mukisa Foundation,mukisa_foundation,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Mulanje Mission Hospital,mmh,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Multilateral Investment Fund,fomin,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Musalaha Ministry of Reconciliation,mmr_admin2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Musawah Global Vision Berhad,musawah,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Muslim Aid,muslimaid,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
MVO Nederland,mvo_nederland,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Mwatana for Human Rights,mwatana,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Mzumbe University,m_u,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Médecins Sans Vacances,msv,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NAGAAD,nagaad,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"Namati, Inc",namati_inc,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Nathan Associates London Ltd.,nathan,100.0,100.0,100.0,72.72727272727273,100.0,100.0,100.0,100.0,100.0,100.0,97.27272727272728,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
National Coalition of Human Rights Defenders - Kenya,nchrdk,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
National Union of Women With Disabilities of Uganda,nuwodu,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Natural Justice,nj_1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Natural Resource Governance Institute (NRGI),nrgi,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
"Natural Resources Institute, University of Greenwich.",nri,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Nature and Development Foundation,ndf_fgm,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Near East Foundation (NEF USA),nef_usa,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Near East Foundation Mali (NEF Mali),nef_mali,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Near East Foundation UK (NEF UK),nef-uk,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Neem Foundation,neem,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Nepal Disabled Human Rights Center,dhrc_nepal,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Nepal Netra Jyoti Sangh,nnjs_nepal,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Netherlands - Ministry of Foreign Affairs,minbuza_nl,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Netherlands Commission for Environmental Assessment,ncea,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Netherlands Enterprise Agency (RVO),rvo,100.0,100.0,100.0,99.48320413436691,100.0,100.0,100.0,100.0,42.50645994832041,100.0,94.19896640826873,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74160206718346,100.0,99.97416020671835
Netherlands Food Partnership,nfp,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Netherlands Institute for Multiparty Democracy (NIMD),nimd-hq,100.0,100.0,100.0,6.666666666666667,100.0,0.0,100.0,100.0,100.0,100.0,80.66666666666667,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,90.0
Netherlands Organisation for Scientific Research (NWO),nwo,100.0,100.0,100.0,66.66666666666666,100.0,100.0,100.0,100.0,100.0,100.0,96.66666666666666,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Netherlands Red Cross,nlrc,100.0,100.0,100.0,78.48837209302324,100.0,100.0,100.0,100.0,90.69767441860465,98.83720930232558,96.80232558139535,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.69767441860465,98.83720930232558,98.95348837209302
Netherlands Space Office,nso,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,90.0
Netherlands Water Partnership,nwp,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Network for Africa,network4africa,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Network For Enterprise Enhancement and Development Support,needs,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
New York University,nyu,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
New Zealand - Ministry of Foreign Affairs and Trade - New Zealand Aid Programme,mfat,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
